Team	Hero	Name	Set	Split	Name_S	T0	C	Ct	B	R	G	Y	S	Br	Rr	Gr	Yr	Sr	SP	MO	FI	Drw	Dsc	Top	Bs	Wd	Cty	NR	C2	C4	CD	SK	LS	LT	TE	Pierc	HM	KO	KBS	AF	Vil	MF	VS	DC	SRD	FHQ	SHL	XTR	file	loc	id	uni	keywords
Sinister Six	Electro	Electroshock therapy	V				2	5	1													1	1	-1														1											villains,jpg	5 6	Electro (V)	Electro (V)	""
Sinister Six	Electro	Shocking robbery	V				3	5	1					1							1	1	1				-1																						villains,jpg	8 6	Electro (V)	Electro (V)	""
Sinister Six	Electro	Supercharge	V				5	3				1									1		-1																										villains,jpg	7 6	Electro (V)	Electro (V)	""
Sinister Six	Electro	Anti-matter	V				7	1													1														2														villains,jpg	6 6	Electro (V)	Electro (V)	""
Sinister Six	Kraven	Ceaseless Tracker	V				2	5				1								1		1	1												1														villains2,jpg	7 1	Kraven (V)	Kraven (V)	""
Sinister Six	Kraven	Corner the prey	V				4	5		1											1						-1																						villains2,jpg	6 1	Kraven (V)	Kraven (V)	""
Sinister Six	Kraven	Hunt down	V				5	3			1										1						1																						villains2,jpg	8 1	Kraven (V)	Kraven (V)	""
Sinister Six	Kraven	He's the best around	V				8	1				1									1																												villains2,jpg	9 1	Kraven (V)	Kraven (V)	""
Asgard Foes	Enchantress	Enchant the senses	V				3	5	1					1							1											1																	villains,jpg	10 6	Enchantress (V)	Enchantress (V)	""
Asgard Foes	Enchantress	Soul Sacrifice	V				4	5		1										1																		1											villains,jpg	1 7	Enchantress (V)	Enchantress (V)	""
Asgard Foes	Enchantress	Irresistible Bribe	V				6	3		1					2					1																												Use MO for FI	villains,jpg	2 7	Enchantress (V)	Enchantress (V)	""
Asgard Foes	Enchantress	Unending Anguish	V				7	1		1												1													1														villains,jpg	9 6	Enchantress (V)	Enchantress (V)	""
Asgard Foes	Kuurth, Breaker of Stone	Reach for power	FI				4	5			1									1				-1						1																			fearitself,jpg	6 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""
Asgard Foes	Kuurth, Breaker of Stone	Unstoppable Sledge	FI				4	5	1												1																			1									fearitself,jpg	4 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""
Asgard Foes	Kuurth, Breaker of Stone	Contest of strength	FI				5	3			1										1			-1											1														fearitself,jpg	5 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""
Asgard Foes	Kuurth, Breaker of Stone	Break every bone	FI				7	1			1										1			-1																									fearitself,jpg	7 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""
Asgard Foes	Greithoth, Breaker of Wills	Mace of chains	FI				3	5				1								1																				1									fearitself,jpg	1 3	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""
Asgard Foes	Greithoth, Breaker of Wills	Absorb metal	FI				3	5		1											1																			-1									fearitself,jpg	10 2	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""
Asgard Foes	Greithoth, Breaker of Wills	Break the will to resist	FI				5	3			1				1						1																												fearitself,jpg	2 3	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""
Asgard Foes	Greithoth, Breaker of Wills	Body of Uru	FI				7	1		1											1																			-1									fearitself,jpg	3 3	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""
Asgard Foes	Nul, Breaker of Worlds	Demolition derby	FI		Hulk		3	5			1					1				1		1																											fearitself,jpg	8 1	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	""
Asgard Foes	Nul, Breaker of Worlds	Otherworldly Maul	FI		Hulk		4	5				1				2					1																			1									fearitself,jpg	9 1	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	""
Asgard Foes	Nul, Breaker of Worlds	Nul Smash!	FI		Hulk		6	3			1										1					1																							fearitself,jpg	10 1	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	""
Asgard Foes	Nul, Breaker of Worlds	Break the world	FI		Hulk		8	1			1										1																	1											fearitself,jpg	1 2	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	""
Asgard Foes	Nerkkod, Breaker of Oceans	Pull of the tides	FI				3	5			1									1							1																						fearitself,jpg	7 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""
Asgard Foes	Nerkkod, Breaker of Oceans	Feed my undersea legions	FI				4	5		1											1						-1					1						1											fearitself,jpg	6 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""
Asgard Foes	Nerkkod, Breaker of Oceans	Cudgel of the deep	FI				5	3	1												1						-1													1									fearitself,jpg	8 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""
Asgard Foes	Nerkkod, Breaker of Oceans	Break their loyalties	FI				7	1				1									1											-1			1														fearitself,jpg	9 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""
Asgard Foes	Skirn, Breaker of Men	Towering leader	FI				3	5				1					1															1																	fearitself,jpg	4 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""
Asgard Foes	Skirn, Breaker of Men	Underhanded dealings	FI				4	5		1					1						1	1																											fearitself,jpg	3 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""
Asgard Foes	Skirn, Breaker of Men	Titanic bludgeon	FI				2	3	1												1	-1																		1									fearitself,jpg	2 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""
Asgard Foes	Skirn, Breaker of Men	Break your hopes	FI				7	1			1				1						1	1																											fearitself,jpg	5 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""
Asgard Foes	Loki	All humans are expendable	V				3	5		1					1						1											1						1											villains2,jpg	3 2	Loki (V)	Loki (V)	""
Asgard Foes	Loki	Illusionary bindings	V				4	5	1					1						1						1																							villains2,jpg	10 1	Loki (V)	Loki (V)	""
Asgard Foes	Loki	Father of lies	V				5	3		1											1																											Steal other player's heroes	villains2,jpg	2 2	Loki (V)	Loki (V)	""
Asgard Foes	Loki	God of mischief	V				8	1		1											1														1														villains2,jpg	1 2	Loki (V)	Loki (V)	""
Crime Syndicate	Bullseye	Fulfill the contract	V				2	5				1								1		1	1														1												villains,jpg	2 4	Bullseye (V)	Bullseye (V)	""
Crime Syndicate	Bullseye	Everything's a weapon	V				3	5	1								1				1	1																											villains,jpg	4 4	Bullseye (V)	Bullseye (V)	""
Crime Syndicate	Bullseye	Specialist Assassin	V				6	3		1											1																1												villains,jpg	3 4	Bullseye (V)	Bullseye (V)	""
Crime Syndicate	Bullseye	Perfect aim	V				7	1	1												1																												villains,jpg	1 4	Bullseye (V)	Bullseye (V)	""
Crime Syndicate	Kingpin	Recruitment day	V				3	5			1					1				1												1																	villains2,jpg	3 1	Kingpin (V)	Kingpin (V)	""
Crime Syndicate	Kingpin	Pull the strings	V				3	5		1																						-1																	villains2,jpg	5 1	Kingpin (V)	Kingpin (V)	""
Crime Syndicate	Kingpin	Import illegal weapons	V				5	3					1								1											-1																	villains2,jpg	4 1	Kingpin (V)	Kingpin (V)	""
Crime Syndicate	Kingpin	Endless underlings	V				8	1			1																					1			2														villains2,jpg	2 1	Kingpin (V)	Kingpin (V)	""
HYDRA	Skadi	Dark prophecy	FI				3	5					1					1		1																												Gain Madama Hydra (shield officer)	fearitself,jpg	5 3	Skadi (FI)	Skadi (FI)	""
HYDRA	Skadi	Ancient oath of hydra	FI				5	5					1								1	1	1																										fearitself,jpg	4 3	Skadi (FI)	Skadi (FI)	""
HYDRA	Skadi	Hammer of the serpent	FI				5	3			1										1		-1																	1									fearitself,jpg	6 3	Skadi (FI)	Skadi (FI)	""
HYDRA	Skadi	War banner of hydra	FI				7	1		1											1														2					1									fearitself,jpg	7 3	Skadi (FI)	Skadi (FI)	""
NONE	Ultron	Encephalo-ray	V				2	5					1					2			1	1																											villains2,jpg	8 5	Ultron (V)	Ultron (V)	""
NONE	Ultron	Army of ultrons	V				3	5					1							1		1																										Generates color S	villains2,jpg	6 5	Ultron (V)	Ultron (V)	""
NONE	Ultron	Genetic experimentation	V				6	3					1					2			1				1																								villains2,jpg	7 5	Ultron (V)	Ultron (V)	""
NONE	Ultron	Molecular rearrangement	V				8	1					1					1			1																												villains2,jpg	9 5	Ultron (V)	Ultron (V)	""
Champions	Totally Awesome Hulk	Beloved Behemoth	CH		Hulk		4	5			1					1					1				1																								champions,jpg	8 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	""
Champions	Totally Awesome Hulk	Incredible mind, awesome body	CH		Hulk		4	5					1					1		1		1			-1																								champions,jpg	9 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	""
Champions	Totally Awesome Hulk	Growing pains	CH		Hulk		5	3			1					1					1					1																							champions,jpg	10 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	""
Champions	Totally Awesome Hulk	Smartest man in the world	CH		Hulk		9	1					1			1		1			1	-1																											champions,jpg	7 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	""
Champions	Ms. Marvel	Long arm of the law	CH				3	5		1					1							1			1																								champions,jpg	3 1	Ms. Marvel (CH)	Ms. Marvel (CH)	""
Champions	Ms. Marvel	Big Impact	CH				4	5			1					1				1	1																						1						champions,jpg	4 1	Ms. Marvel (CH)	Ms. Marvel (CH)	""
Champions	Ms. Marvel	Need to stretch my legs	CH				6	3		1					1						1				-1													1											champions,jpg	5 1	Ms. Marvel (CH)	Ms. Marvel (CH)	""
Champions	Ms. Marvel	Rising Hope	CH				9	1			1				1	1				1	1				-1																		1						champions,jpg	2 1	Ms. Marvel (CH)	Ms. Marvel (CH)	""
Champions	Nova	Space cop	CH		Nova		2	5			1									1	1				1										1								1						champions,jpg	5 2	Nova (CH)	Nova (CH)	""
Champions	Nova	Interstellar Hero	CH		Nova		4	5	1											1	1				-1																		1						champions,jpg	6 2	Nova (CH)	Nova (CH)	""
Champions	Nova	Holographic Projection	CH		Nova		5	3	1					1						1	1																						1						champions,jpg	7 2	Nova (CH)	Nova (CH)	""
Champions	Nova	Growing Nova-Force	CH		Nova		9	1	1					1		1				1	1																					1							champions,jpg	4 2	Nova (CH)	Nova (CH)	""
Champions	Viv Vision	Walking Wi-fi	CH				3	5					1					1		1					1																								champions,jpg	2 4	Viv Vision (CH)	Viv Vision (CH)	""
Champions	Viv Vision	Expanding neural network	CH				4	5					1					1			1																												champions,jpg	3 4	Viv Vision (CH)	Viv Vision (CH)	""
Champions	Viv Vision	Crowdsourcing	CH				6	3	1											1	1				-1																		1						champions,jpg	4 4	Viv Vision (CH)	Viv Vision (CH)	""
Champions	Viv Vision	Alter molecular density	CH				9	1					1	1				1		1	1																												champions,jpg	1 4	Viv Vision (CH)	Viv Vision (CH)	""
Champions	Gwenpool	Come on, nobody reads these	CH				2	5		1					1					1	1																						1						champions,jpg	5 5	Gwenpool (CH)	Gwenpool (CH)	""
Champions	Gwenpool	I'll rescue you if I feel like it	CH				3	5				1									1				1																								champions,jpg	6 5	Gwenpool (CH)	Gwenpool (CH)	""
Champions	Gwenpool	I heard keywords are powerful	CH				6	3				1					1				1	1			-1																								champions,jpg	1 1	Gwenpool (CH)	Gwenpool (CH)	""
Champions	Gwenpool	I'm the best at board games	CH				7	1				1									1	1																										Demolish the others	champions,jpg	4 5	Gwenpool (CH)	Gwenpool (CH)	""
Crime Syndicate	Joe Fixit, Grey Hulk	Carefully considered smashing	WW		Hulk		3	5			1					1				1	1		1																										hulk2,jpg	9 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""
Crime Syndicate	Joe Fixit, Grey Hulk	Threaten and bribe	WW		Hulk		4	5		1										1																												Generates bribe	hulk2,jpg	8 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""
Crime Syndicate	Joe Fixit, Grey Hulk	Ambitious enforcer	WW	T1	Hulk	1	3	3			1										1																												hulk2,jpg	10 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""
Crime Syndicate	Joe Fixit, Grey Hulk	Underworld Boss	WW	T1	Hulk		6	3				1									1																												hulk2,jpg	1 5	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""
Crime Syndicate	Joe Fixit, Grey Hulk	Hulk runs this town	WW		Hulk		7	1		1										1																												Generates bribe	hulk2,jpg	7 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""
Avengers	Hulkbuster Iron Man	Pound for pound	WW		Iron Man		2	5			1							1			1	1																											hulk2,jpg	9 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""
Avengers	Hulkbuster Iron Man	Attune tectonic transducer	WW		Iron Man		4	5					1								1		1								1																		hulk2,jpg	10 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""
Avengers	Hulkbuster Iron Man	Build the suit	WW	T2	Iron Man	1	5	3					1			1		1		1																													hulk2,jpg	8 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""
Avengers	Hulkbuster Iron Man	Ultra-massive armor	WW	T2	Iron Man		6	3					1								1	1	1																										hulk2,jpg	1 3	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""
Avengers	Hulkbuster Iron Man	Final battle	WW		Iron Man		8	1					1			2		2			1																												hulk2,jpg	7 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""
Planet Hulk	Hiroim	Seek redemption	WW				3	5		1					1						1				1																								hulk2,jpg	5 2	Hiroim (WW)	Hiroim (WW)	""
Planet Hulk	Hiroim	Save from the rubble	WW	T3		1	4	5		1										1		1			-1																								hulk2,jpg	4 2	Hiroim (WW)	Hiroim (WW)	""
Planet Hulk	Hiroim	Hiroim redeemed	WW	T3			5	5			1										1				-2																								hulk2,jpg	6 2	Hiroim (WW)	Hiroim (WW)	""
Planet Hulk	Hiroim	Mystic shadow priest	WW				6	3		1											1				1	-1									1			1											hulk2,jpg	3 2	Hiroim (WW)	Hiroim (WW)	""
Planet Hulk	Hiroim	Blade of the people	WW				7	1				1									1				1																								hulk2,jpg	2 2	Hiroim (WW)	Hiroim (WW)	""
Planet Hulk	Gladiator Hulk	Don't make me angry	WW		Hulk		3	5			1										1	1	1																										hulk2,jpg	6 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	""
Planet Hulk	Gladiator Hulk	Seize the throne	WW	T4	Hulk	1	4	5				1									1		-1																										hulk2,jpg	7 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	""
Planet Hulk	Gladiator Hulk	Hulk is King	WW	T4	Hulk		5	5			1										1		-1																										hulk2,jpg	8 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	""
Planet Hulk	Gladiator Hulk	The green scar	WW		Hulk		5	3			1					1					1					1																							hulk2,jpg	5 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	""
Planet Hulk	Gladiator Hulk	Double-fisted smashing	WW		Hulk		8	1													1		-1																										hulk2,jpg	4 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	""
Planet Hulk	Caiera	Shadow queen	WW				2	5		1											1	1									1																		hulk3,jpg	7 2	Caiera (WW)	Caiera (WW)	""
Planet Hulk	Caiera	Shadowforged blade	WW				4	5		1					1						1		1																										hulk3,jpg	8 2	Caiera (WW)	Caiera (WW)	""
Planet Hulk	Caiera	Focus the old power	WW				6	3			1										1										1							1											hulk3,jpg	6 2	Caiera (WW)	Caiera (WW)	""
Planet Hulk	Caiera	Dutiful protector	WW	T4.5			7	1				1																										-1											hulk3,jpg	5 2	Caiera (WW)	Caiera (WW)	""
Planet Hulk	Caiera	Vengeful destructor	WW	T4.5			7	1			1																																						hulk3,jpg	9 2	Caiera (WW)	Caiera (WW)	""
Avengers	Sentry	Agoraphobia	WW	T5		1	2	5		1																																							hulk,jpg	4 4	Sentry (WW)	Sentry (WW)	""
Avengers	Sentry	Golden guardian of good	WW	T5			6	5			1										1																												hulk,jpg	6 4	Sentry (WW)	Sentry (WW)	""
Avengers	Sentry	Rival personalities	WW				4	5													1																											Better if more transform cards	hulk,jpg	5 4	Sentry (WW)	Sentry (WW)	""
Avengers	Sentry	Mournful Sentinel	WW	T6		1	3	3	1											1																													hulk,jpg	3 4	Sentry (WW)	Sentry (WW)	""
NONE	Sentry	The void unchained	WW	T6			5	3		1											1																	1											hulk,jpg	7 4	Sentry (WW)	Sentry (WW)	""
Avengers	Sentry	Vast unstable power	WW				8	1	1												1																											Can turn into a mastermind	hulk,jpg	2 4	Sentry (WW)	Sentry (WW)	""
Avengers	She-Hulk	Hurl Legal Objections	WW	T7		1	3	5				1								1																													hulk,jpg	1 5	She-Hulk (WW)	She-Hulk (WW)	""
Avengers	She-Hulk	Hurl trucks	WW	T7			6	5			1										1		1																										hulk,jpg	2 5	She-Hulk (WW)	She-Hulk (WW)	""
Avengers	She-Hulk	Window of opportunity	WW				4	5			1									1		1									1																		hulk,jpg	10 4	She-Hulk (WW)	She-Hulk (WW)	""
Avengers	She-Hulk	Radioactive Riot	WW				6	3			1										1																	1											hulk,jpg	9 4	She-Hulk (WW)	She-Hulk (WW)	""
Avengers	She-Hulk	Jade giantess	WW				8	1			1									1	1																												hulk,jpg	8 4	She-Hulk (WW)	She-Hulk (WW)	""
Avengers	Skaar, Son of Hulk	Anger management	WW				3	5			1					1					1		1																										hulk,jpg	5 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	""
Avengers	Skaar, Son of Hulk	Scarred past	WW				3	5				1					1				1					-1																							hulk,jpg	6 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	""
Avengers	Skaar, Son of Hulk	Mood Swings	WW	T8		1	5	3				1					1			1						1																							hulk,jpg	4 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	""
Avengers	Skaar, Son of Hulk	Raging Savage	WW	T8			6	3			1										1					-1																							hulk,jpg	7 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	""
Avengers	Skaar, Son of Hulk	Planetary-Level Revenge	WW				8	1			1										1					-1																							hulk,jpg	3 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	""
Planet Hulk	No-Name, Brood Queen	Surprise Attack	WW				2	5		1											1	1																											hulk3,jpg	9 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""
Planet Hulk	No-Name, Brood Queen	Appetite for destruction	WW				4	5		1					1						1		1	1														1											hulk3,jpg	8 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""
Planet Hulk	No-Name, Brood Queen	Bursting with life	WW	T9		1	3	3			1									1																		-1											hulk3,jpg	7 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""
Planet Hulk	No-Name, Brood Queen	Torrent of broodlings	WW	T9			5	3		1											1	1																											hulk3,jpg	10 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""
Planet Hulk	No-Name, Brood Queen	World-spanning hunger	WW				8	1				1									1																	-1											hulk3,jpg	6 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""
SHIELD	Rick Jones	Hacktivist	WW				3	5					1					1			1														1														hulk,jpg	8 1	Rick Jones (WW)	Rick Jones (WW)	""
SHIELD	Rick Jones	Seek the nega-bands	WW	T10		1	4	5				1								1				-1					-1																			Heroes of 3 or more	hulk,jpg	9 1	Rick Jones (WW)	Rick Jones (WW)	""
Avengers	Rick Jones	Captain Marvel	WW	T10	Captain Marvel		5	5	1												1			-1					-1																			Heroes of 3 or more	hulk,jpg	2 2	Rick Jones (WW)	Rick Jones (WW)	""
SHIELD	Rick Jones	Irradiated blood	WW	T11		1	5	3					1								1																1											villains in general	hulk,jpg	7 1	Rick Jones (WW)	Rick Jones (WW)	""
NONE	Rick Jones	A-bomb	WW	T11			6	3			1										1		1																										hulk,jpg	1 2	Rick Jones (WW)	Rick Jones (WW)	""
SHIELD	Rick Jones	Caught in Kree-Skrull war	WW	T12		1	7	1		1											1																												hulk,jpg	6 1	Rick Jones (WW)	Rick Jones (WW)	""
Avengers	Rick Jones	The destiny force	WW	T12	Captain Marvel		9	1	1													1																											hulk,jpg	10 1	Rick Jones (WW)	Rick Jones (WW)	""
Champions	Namora	Crushing tsunami	WW				3	5	1					1							1	1	1																										hulk2,jpg	7 7	Namora (WW)	Namora (WW)	""
Champions	Namora	Heart of the ocean	WW				4	5		1											1						-1																						hulk2,jpg	6 7	Namora (WW)	Namora (WW)	""
Champions	Namora	Herculean effort	WW	T13		1	5	3	1											1							-1																						hulk2,jpg	5 7	Namora (WW)	Namora (WW)	""
Champions	Namora	Master of depths	WW	T13			6	3			1										1		1															1											hulk2,jpg	8 7	Namora (WW)	Namora (WW)	""
Champions	Namora	Turning the tide	WW				7	1		1					1						1						1																						hulk2,jpg	4 7	Namora (WW)	Namora (WW)	""
Planet Hulk	Miek, The Unhived	This bug smashes you	WW				3	5				1									1		1																										hulk2,jpg	6 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	""
Planet Hulk	Miek, The Unhived	Devouring frenzy	WW				4	5				1					1			1				1														1											hulk2,jpg	5 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	""
Planet Hulk	Miek, The Unhived	Endless appetite	WW				5	3				1									1	1																-1										Requires KO from deck	hulk2,jpg	4 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	""
Planet Hulk	Miek, The Unhived	Metamorphosis	WW	T14		1	7	1		1										1				-1														1											hulk2,jpg	3 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	""
Planet Hulk	Miek, The Unhived	Hive King Miek	WW	T14			8	1			1										1			1														1											hulk2,jpg	7 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	""
Planet Hulk	Korg	Nothing beats rock	WW				2	5			1					1					1	1	1			-1																							hulk2,jpg	10 5	Korg (WW)	Korg (WW)	""
Planet Hulk	Korg	Move mountains	WW				4	5			1										1	1									1																		hulk2,jpg	1 6	Korg (WW)	Korg (WW)	""
Planet Hulk	Korg	Forged by Fire	WW	T15		1	3	3			1					2				1																													hulk2,jpg	9 5	Korg (WW)	Korg (WW)	""
Planet Hulk	Korg	Lord of granite	WW	T15			5	3		1											1	1	1																										hulk2,jpg	2 6	Korg (WW)	Korg (WW)	""
Planet Hulk	Korg	Kronan tactician	WW				8	1			1										1																									1			hulk2,jpg	8 5	Korg (WW)	Korg (WW)	""
Avengers	Bruce Banner	Solve the impossible	WW				2	5					1								1										1																		hulk3,jpg	3 1	Bruce Banner (WW)	Bruce Banner (WW)	""
Avengers	Bruce Banner	Gamma bomb disaster	WW	T16		1	4	5					1							1											1																		hulk3,jpg	4 1	Bruce Banner (WW)	Bruce Banner (WW)	""
Avengers	Bruce Banner	Savage Hulk Unleashed	WW	T16	Hulk		5	4			1										1		1																										hulk3,jpg	5 1	Bruce Banner (WW)	Bruce Banner (WW)	""
Avengers	Bruce Banner	Dangerous testing	WW				6	3					1					1			1			-1														1											hulk3,jpg	2 1	Bruce Banner (WW)	Bruce Banner (WW)	""
Avengers	Bruce Banner	Gamma ray experiment	WW				7	1					1								1	1		1														1											hulk3,jpg	1 1	Bruce Banner (WW)	Bruce Banner (WW)	""
Champions	Amadeus Cho	Extrapolate	WW				2	5				1								1		1									1																		hulk3,jpg	2 3	Amadeus Cho (WW)	Amadeus Cho (WW)	""
Champions	Amadeus Cho	Gamma-draining nanites	WW	T17		1	3	5					1									-1																											hulk3,jpg	3 3	Amadeus Cho (WW)	Amadeus Cho (WW)	""
Champions	Amadeus Cho	Like totally Smart Hulk	WW	T17	Hulk		5	5			1										1										1																		hulk3,jpg	4 3	Amadeus Cho (WW)	Amadeus Cho (WW)	""
Champions	Amadeus Cho	Renegade genius	WW				6	3					1								1	1									1																		hulk3,jpg	1 3	Amadeus Cho (WW)	Amadeus Cho (WW)	""
Champions	Amadeus Cho	Visualize the Variables	WW				8	1					1											1							1							1											hulk3,jpg	10 2	Amadeus Cho (WW)	Amadeus Cho (WW)	""
NONE	Happy Hogan	Head of Security	HC				3	5				1								1						-1																							homecoming,jpg	7 1	Happy Hogan (HC)	Happy Hogan (HC)	""
NONE	Happy Hogan	Watchful Eye	HC				4	5				1					1				1																				1								homecoming,jpg	8 1	Happy Hogan (HC)	Happy Hogan (HC)	""
NONE	Happy Hogan	Loyal Friend	HC				5	3					1								1																												homecoming,jpg	9 1	Happy Hogan (HC)	Happy Hogan (HC)	""
NONE	Happy Hogan	Asset Management	HC				5	1				1									1																												homecoming,jpg	10 1	Happy Hogan (HC)	Happy Hogan (HC)	""
Venompool	Carnage	Rending Claws	VE				3	5				1									1	1																											venom2,jpg	4 2	Carnage (VE)	Carnage (VE)	""
Venompool	Carnage	Carnivore	VE				4	5			1									1		2																											venom2,jpg	3 2	Carnage (VE)	Carnage (VE)	""
Venompool	Carnage	Gruesome Feast	VE				6	3		1											1																	1											venom2,jpg	2 2	Carnage (VE)	Carnage (VE)	""
Venompool	Carnage	Feast or Famine	VE				8	1		1											1																	1											venom2,jpg	1 2	Carnage (VE)	Carnage (VE)	""
Venompool	Venompool	Digest that Chimichanga	VE		Deadpool		2	5			1					1					1				1																								venom2,jpg	1 5	Venompool (VE)	Venompool (VE)	""
Venompool	Venompool	Shenanigans	VE		Deadpool		3	5					1									2																											venom2,jpg	2 5	Venompool (VE)	Venompool (VE)	""
Venompool	Venompool	Can I get a little gratitude?	VE		Deadpool		5	3				1													1																								venom2,jpg	10 4	Venompool (VE)	Venompool (VE)	""
Venompool	Venompool	Play to the crowd	VE		Deadpool		7	1			1										1				1										1														venom2,jpg	9 4	Venompool (VE)	Venompool (VE)	""
Venompool	Venomized Dr. Strange	Cauldron of the Cosmos	VE				2	5	1											1		1																											venom,png	10 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""
Venompool	Venomized Dr. Strange	Secure Timelines	VE				4	5	1					1							1		1	-1																									venom,png	5 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""
Venompool	Venomized Dr. Strange	Complete the grand ritual	VE				6	3				1									1								1	1																			venom,png	2 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""
Venompool	Venomized Dr. Strange	Crystal of Kadavus	VE				8	1	1												1	1	1												1			1											venom,png	1 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""
Venompool	Venom	Devouring Drool	VE				3	5				1					1			1	1																												venom2,jpg	6 1	Venom (VE)	Venom (VE)	""
Venompool	Venom	Razor Teeth	VE				4	5			1									1	1																												venom2,jpg	5 1	Venom (VE)	Venom (VE)	""
Venompool	Venom	Symbiotic Adaptation	VE				6	3				1								1	1																												venom2,jpg	4 1	Venom (VE)	Venom (VE)	""
Venompool	Venom	Insatiable Hunger	VE				8	1				1								1	1														1			1											venom2,jpg	3 1	Venom (VE)	Venom (VE)	""
Venompool	Venom Rocket	Hungry for action	VE				3	5				1									1	1	1																										venom2,jpg	2 1	Venom Rocket (VE)	Venom Rocket (VE)	""
Venompool	Venom Rocket	Spring the trap	VE				4	5					1								1																												venom2,jpg	1 1	Venom Rocket (VE)	Venom Rocket (VE)	""
Venompool	Venom Rocket	Serious overkill	VE				5	3	1												1																	1											venom2,jpg	10 5	Venom Rocket (VE)	Venom Rocket (VE)	""
Venompool	Venom Rocket	Ultimate survivor	VE				7	1					1								1																												venom2,jpg	9 5	Venom Rocket (VE)	Venom Rocket (VE)	""
